#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,Animal_name,_field,_measurement,airborne
,,366,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,0,hawk,venomous,zoo-data,1
,,367,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T17:28:29.851403412Z,1,rhea,catsize,zoo-data,0
,,368,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-01T22:22:31.238304898Z,1,crab,aquatic,zoo-data,0
,,369,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,1,girl,hair,zoo-data,0
,,370,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T03:10:12.217941662Z,1,deer,tail,zoo-data,0
,,371,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T11:09:40.517336268Z,0,elephant,feathers,zoo-data,0
,,372,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T15:57:21.496973032Z,0,frog,hair,zoo-data,0
,,372,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T17:33:15.156851953Z,0,frog,hair,zoo-data,0
,,373,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,1,fruitbat,breathes,zoo-data,1
,,374,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,1,herring,fins,zoo-data,0
,,375,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T19:04:23.511282333Z,1,scorpion,tail,zoo-data,0
,,376,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-01T23:58:24.898183819Z,1,crayfish,eggs,zoo-data,0
,,377,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,0,girl,aquatic,zoo-data,0
,,378,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T03:10:12.217941662Z,1,deer,catsize,zoo-data,0
,,379,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T11:09:40.517336268Z,1,elephant,milk,zoo-data,0
,,380,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T15:57:21.496973032Z,0,frog,catsize,zoo-data,0
,,380,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T17:33:15.156851953Z,0,frog,catsize,zoo-data,0
,,381,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,0,giraffe,venomous,zoo-data,0
,,382,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,0,honeybee,tail,zoo-data,1
,,383,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T20:40:17.171161254Z,1,seahorse,backbone,zoo-data,0
,,384,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-01T23:58:24.898183819Z,0,crayfish,milk,zoo-data,0
,,385,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,1,girl,predator,zoo-data,0
,,386,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T04:46:05.877820583Z,1,dogfish,aquatic,zoo-data,0
,,387,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T12:45:34.177215189Z,0,flamingo,venomous,zoo-data,1
,,388,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,0,fruitbat,eggs,zoo-data,1
,,389,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,2,girl,legs,zoo-data,0
,,390,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T14:19:52.73527793Z,1,honeybee,domestic,zoo-data,1
,,391,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T22:16:10.831040176Z,1,seal,aquatic,zoo-data,0
,,392,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-01T23:58:24.898183819Z,0,crayfish,backbone,zoo-data,0
,,393,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,1,girl,breathes,zoo-data,0
,,394,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T06:21:59.537699504Z,0,dolphin,hair,zoo-data,0
,,395,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T12:45:34.177215189Z,1,flamingo,tail,zoo-data,1
,,396,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,1,fruitbat,backbone,zoo-data,1
,,397,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,1,girl,domestic,zoo-data,0
,,398,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T15:55:46.395156851Z,0,housefly,toothed,zoo-data,1
,,399,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-05T23:52:04.490919097Z,2,sealion,legs,zoo-data,0
,,400,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-01T23:58:24.898183819Z,0,crayfish,tail,zoo-data,0
,,401,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,backbone,zoo-data,0
,,402,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T06:21:59.537699504Z,1,dolphin,breathes,zoo-data,0
,,403,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T14:21:27.837094111Z,0,flea,predator,zoo-data,0
,,404,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,2,fruitbat,legs,zoo-data,1
,,405,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,feathers,zoo-data,1
,,406,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T19:07:33.714914694Z,1,ladybird,breathes,zoo-data,1
,,407,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,breathes,zoo-data,0
,,408,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T01:34:18.55806274Z,1,crow,feathers,zoo-data,1
,,409,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,breathes,zoo-data,0
,,410,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T07:57:53.197578425Z,1,dove,backbone,zoo-data,1
,,411,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T14:21:27.837094111Z,0,flea,toothed,zoo-data,0
,,412,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,1,fruitbat,tail,zoo-data,1
,,413,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,1,gnat,eggs,zoo-data,1
,,414,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,1,lark,backbone,zoo-data,1
,,415,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T01:27:58.150798018Z,0,seasnake,domestic,zoo-data,0
,,416,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T01:34:18.55806274Z,2,crow,type,zoo-data,1
,,417,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,0,goat,fins,zoo-data,0
,,418,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T09:33:46.857457347Z,0,duck,hair,zoo-data,1
,,419,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T14:21:27.837094111Z,0,flea,fins,zoo-data,0
,,420,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,1,giraffe,toothed,zoo-data,0
,,421,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,tail,zoo-data,1
,,422,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T20:43:27.374793615Z,1,lark,breathes,zoo-data,1
,,423,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T03:03:51.81067694Z,7,seawasp,type,zoo-data,0
,,424,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T03:10:12.217941662Z,1,deer,backbone,zoo-data,0
,,425,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,type,zoo-data,0
,,426,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T09:33:46.857457347Z,2,duck,legs,zoo-data,1
,,427,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T14:21:27.837094111Z,0,flea,domestic,zoo-data,0
,,428,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,1,girl,milk,zoo-data,0
,,429,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,6,gnat,type,zoo-data,1
,,430,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T22:19:21.034672537Z,1,leopard,predator,zoo-data,0
,,431,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,1,skimmer,predator,zoo-data,1
,,432,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T03:10:12.217941662Z,0,deer,venomous,zoo-data,0
,,433,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,1,gull,aquatic,zoo-data,1
,,434,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T12:45:34.177215189Z,0,flamingo,aquatic,zoo-data,1
,,435,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,1,fruitbat,milk,zoo-data,1
,,436,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,1,girl,catsize,zoo-data,0
,,437,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,milk,zoo-data,0
,,438,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T23:55:14.694551458Z,1,lion,predator,zoo-data,0
,,439,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,0,skimmer,fins,zoo-data,1
,,440,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T03:10:12.217941662Z,0,deer,fins,zoo-data,0
,,441,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,1,gull,predator,zoo-data,1
,,442,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T14:21:27.837094111Z,0,flea,milk,zoo-data,0
,,443,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T19:09:08.816730875Z,1,fruitbat,type,zoo-data,1
,,444,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,fins,zoo-data,1
,,445,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,domestic,zoo-data,0
,,446,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,milk,zoo-data,0
,,447,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T04:39:45.470555861Z,1,skimmer,tail,zoo-data,1
,,448,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T03:10:12.217941662Z,1,deer,type,zoo-data,0
,,449,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,1,gull,breathes,zoo-data,1
,,450,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T15:57:21.496973032Z,0,frog,milk,zoo-data,0
,,450,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T17:33:15.156851953Z,0,frog,milk,zoo-data,0
,,451,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,0,giraffe,eggs,zoo-data,0
,,452,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,0,goat,predator,zoo-data,0
,,453,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,catsize,zoo-data,0
,,454,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,backbone,zoo-data,0
,,455,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,0,skua,hair,zoo-data,1
,,456,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T06:21:59.537699504Z,0,dolphin,feathers,zoo-data,0
,,457,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,1,haddock,backbone,zoo-data,0
,,458,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T15:57:21.496973032Z,1,frog,aquatic,zoo-data,0
,,458,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T17:33:15.156851953Z,1,frog,aquatic,zoo-data,0
,,459,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,1,giraffe,backbone,zoo-data,0
,,460,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,toothed,zoo-data,0
,,461,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,0,gorilla,feathers,zoo-data,0
,,462,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T01:31:08.354430379Z,0,lobster,fins,zoo-data,0
,,463,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T06:15:39.130434782Z,1,skua,breathes,zoo-data,1
,,464,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T06:21:59.537699504Z,1,dolphin,predator,zoo-data,0
,,465,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,0,haddock,venomous,zoo-data,0
,,466,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T15:57:21.496973032Z,1,frog,predator,zoo-data,0
,,466,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T17:33:15.156851953Z,1,frog,predator,zoo-data,0
,,467,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,1,giraffe,catsize,zoo-data,0
,,468,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,0,gorilla,eggs,zoo-data,0
,,469,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,1,gull,feathers,zoo-data,1
,,470,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,toothed,zoo-data,0
,,471,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,0,slowworm,milk,zoo-data,0
,,472,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T06:21:59.537699504Z,0,dolphin,venomous,zoo-data,0
,,473,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,0,haddock,domestic,zoo-data,0
,,474,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T20:45:02.476609796Z,1,giraffe,tail,zoo-data,0
,,475,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,1,girl,backbone,zoo-data,0
,,476,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,0,gorilla,aquatic,zoo-data,0
,,477,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,0,gull,toothed,zoo-data,1
,,478,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,1,lynx,breathes,zoo-data,0
,,479,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T07:51:32.790313703Z,3,slowworm,type,zoo-data,0
,,480,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T06:21:59.537699504Z,0,dolphin,domestic,zoo-data,0
,,481,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,1,hamster,toothed,zoo-data,0
,,482,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T22:20:56.136488717Z,0,girl,feathers,zoo-data,0
,,483,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,hair,zoo-data,1
,,484,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,0,gorilla,predator,zoo-data,0
,,485,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,0,haddock,predator,zoo-data,0
,,486,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T03:07:02.014309301Z,0,lynx,domestic,zoo-data,0
,,487,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,feathers,zoo-data,0
,,488,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T06:21:59.537699504Z,1,dolphin,catsize,zoo-data,0
,,489,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,1,hamster,domestic,zoo-data,0
,,490,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,venomous,zoo-data,1
,,491,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,6,gnat,legs,zoo-data,1
,,492,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,0,gull,hair,zoo-data,1
,,493,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,1,haddock,tail,zoo-data,0
,,494,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,aquatic,zoo-data,0
,,495,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T09:27:26.450192625Z,0,slug,legs,zoo-data,0
,,496,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T07:57:53.197578425Z,0,dove,aquatic,zoo-data,1
,,497,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,1,hare,hair,zoo-data,0
,,498,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,0,goat,feathers,zoo-data,0
,,499,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T23:56:49.796367638Z,0,gnat,domestic,zoo-data,1
,,500,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,0,gull,venomous,zoo-data,1
,,501,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,0,hare,venomous,zoo-data,0
,,502,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T04:42:55.674188222Z,1,mink,backbone,zoo-data,0
,,503,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,legs,zoo-data,0
,,504,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T07:57:53.197578425Z,0,dove,toothed,zoo-data,1
,,505,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,0,hare,feathers,zoo-data,0
,,506,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,1,gorilla,hair,zoo-data,0
,,507,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,0,goat,eggs,zoo-data,0
,,508,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,1,haddock,eggs,zoo-data,0
,,509,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,1,hare,tail,zoo-data,0
,,510,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,0,mole,eggs,zoo-data,0
,,511,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,1,sole,tail,zoo-data,0
,,512,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T07:57:53.197578425Z,0,dove,fins,zoo-data,1
,,513,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T09:32:11.755641166Z,1,hare,breathes,zoo-data,0
,,514,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,0,gorilla,fins,zoo-data,0
,,515,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T01:32:43.45624656Z,1,goat,tail,zoo-data,0
,,516,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,1,haddock,toothed,zoo-data,0
,,517,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,1,hawk,breathes,zoo-data,1
,,518,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T06:18:49.334067143Z,0,mole,fins,zoo-data,0
,,519,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T11:03:20.110071546Z,0,sole,domestic,zoo-data,0
,,520,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T07:57:53.197578425Z,2,dove,legs,zoo-data,1
,,521,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,1,hawk,eggs,zoo-data,1
,,522,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,0,gorilla,tail,zoo-data,0
,,523,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,1,gorilla,milk,zoo-data,0
,,524,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,0,haddock,catsize,zoo-data,0
,,525,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,0,hawk,fins,zoo-data,1
,,526,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T07:54:42.993946064Z,1,mongoose,tail,zoo-data,0
,,527,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T12:39:13.769950467Z,0,sparrow,domestic,zoo-data,1
,,528,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T09:33:46.857457347Z,1,duck,eggs,zoo-data,1
,,529,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,1,hawk,tail,zoo-data,1
,,530,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,1,gorilla,type,zoo-data,0
,,531,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,1,gorilla,breathes,zoo-data,0
,,532,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T06:20:24.435883324Z,4,haddock,type,zoo-data,0
,,533,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,0,herring,milk,zoo-data,0
,,534,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,milk,zoo-data,1
,,535,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,1,squirrel,backbone,zoo-data,0
,,536,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T09:33:46.857457347Z,0,duck,fins,zoo-data,1
,,537,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T11:08:05.415520088Z,0,hawk,domestic,zoo-data,1
,,538,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,1,gull,eggs,zoo-data,1
,,539,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T03:08:37.116125481Z,0,gorilla,venomous,zoo-data,0
,,540,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,0,hamster,feathers,zoo-data,0
,,541,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,1,herring,aquatic,zoo-data,0
,,542,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-04T09:30:36.653824986Z,0,moth,predator,zoo-data,1
,,543,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-06T14:15:07.429829389Z,0,squirrel,domestic,zoo-data,0
,,544,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-02T09:33:46.857457347Z,0,duck,catsize,zoo-data,1
,,545,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T12:43:59.075399009Z,1,herring,backbone,zoo-data,0
,,546,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,0,gull,milk,zoo-data,1
,,547,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T04:44:30.776004402Z,1,gull,backbone,zoo-data,1
,,548,2020-01-01T08:00:00Z,2020-08-21T15:44:03.401997Z,2020-01-03T07:56:18.095762245Z,0,hamster,venomous,zoo-data,0
